0	1000
451	974
18	534
378	733
477	965
20	610
245	684
172	569
245	640
231	666
430	779
33	511
50	523
462	978
32	694
30	519
102	543
444	959
229	582
95	552
418	829
36	509
246	657
36	514
435	960
438	956
428	827
5	548
6	526
29	513
91	522
17	501
482	955
24	575
367	776
453	948
41	615
443	856
130	577
33	655
201	596
219	688
25	560
458	867
59	514
29	589
338	805
34	602
454	962
362	679
379	810
176	625
11	502
256	647
475	900
441	918
412	865
246	705
479	980
17	681
449	971
126	541
25	544
34	588
46	524
49	568
421	864
120	575
459	930
12	513
368	968
98	537
22	617
143	564
482	965
62	519
129	534
460	970
207	676
230	623
470	968
268	599
23	515
21	568
278	669
213	624
230	623
287	580
104	563
409	981
225	654
469	964
18	585
414	969
283	656
14	533
445	852
462	823
21	506
164	601
391	965
