0.00 	38.08 	30.81 	39.36 	36.06 	40.31 	33.30 	35.36 	39.05 	33.54 	31.62 	33.53 	32.39 	38.08 	35.36 	39.29 	41.23 	40.31 	45.18 	40.05 	35.06 	45.00 	35.00 	45.04 	35.06 	45.28 	58.52 	57.01 	55.71 	52.20 	52.00 	50.29 	51.08 	51.48 	47.43 	44.20 	43.01 	40.61 	37.20 	36.06 	40.31 	30.81 	33.54 	38.08 	35.34 	37.74 	37.20 	38.33 	45.04 	38.05 	35.34 	33.54 	25.00 	20.00 	18.03 	14.14 	18.03 	26.93 	47.17 	42.43 	26.93 	15.81 	29.15 	39.05 	20.62 	11.18 	13.04 	25.30 	10.00 	9.22 	19.65 	25.50 	27.46 	39.29 	36.06 	57.01 	42.94 	49.98 	32.56 	38.47 	7.62 	12.04 	14.76 	19.24 	27.02 	35.47 	32.20 	38.21 	17.89 	52.48 	4.24 	12.04 	14.76 	21.10 	17.12 	20.62 	15.52 	48.17 	14.14 	20.52 	19.24 
38.08 	0.00 	10.44 	3.00 	7.07 	5.00 	12.21 	14.14 	11.18 	52.20 	47.43 	48.10 	43.46 	53.85 	44.72 	50.54 	51.48 	47.17 	82.23 	76.90 	72.03 	81.39 	71.59 	81.05 	71.20 	80.62 	89.02 	86.02 	86.68 	82.01 	83.63 	80.43 	82.88 	84.85 	78.10 	42.00 	40.00 	40.11 	37.34 	35.36 	35.00 	34.48 	30.41 	30.00 	30.15 	5.83 	8.60 	46.14 	81.79 	74.95 	68.62 	71.59 	55.00 	35.36 	39.05 	25.50 	55.90 	60.21 	75.66 	66.71 	26.93 	28.28 	64.03 	76.32 	58.52 	46.10 	50.60 	58.05 	29.15 	33.54 	18.87 	50.00 	42.94 	33.97 	65.19 	82.46 	80.96 	82.02 	33.62 	25.50 	43.91 	36.12 	42.05 	55.32 	64.50 	72.72 	61.13 	62.37 	27.02 	90.35 	39.85 	49.24 	50.48 	48.84 	48.92 	57.14 	43.14 	70.21 	33.02 	50.01 	18.97 
30.81 	10.44 	0.00 	10.00 	5.39 	10.20 	4.00 	7.00 	8.60 	41.76 	37.00 	37.70 	33.11 	43.46 	34.48 	40.31 	41.34 	37.20 	73.38 	68.01 	63.25 	72.28 	62.64 	71.81 	62.10 	71.20 	85.76 	83.24 	83.22 	78.89 	79.88 	77.18 	79.06 	80.43 	74.63 	46.10 	44.15 	43.57 	40.31 	38.33 	39.29 	36.00 	33.38 	34.48 	33.73 	7.28 	6.40 	36.06 	72.80 	66.10 	64.03 	64.14 	45.10 	25.08 	36.25 	17.00 	48.83 	50.64 	65.38 	56.29 	16.55 	25.08 	58.73 	69.81 	50.54 	37.34 	42.49 	53.41 	23.43 	24.70 	14.32 	47.42 	42.20 	25.00 	55.04 	72.03 	73.57 	72.01 	23.60 	17.46 	37.54 	31.91 	32.39 	46.49 	57.80 	66.22 	51.01 	51.97 	17.12 	83.22 	31.76 	42.64 	44.55 	45.28 	44.20 	50.99 	39.12 	59.77 	23.35 	40.20 	12.04 
39.36 	3.00 	10.00 	0.00 	5.39 	2.00 	10.77 	12.21 	8.60 	51.42 	46.57 	47.13 	42.38 	52.81 	43.46 	49.24 	50.09 	45.65 	82.97 	77.62 	72.80 	82.00 	72.28 	81.58 	71.81 	81.05 	91.40 	88.48 	89.02 	84.40 	85.91 	82.80 	85.15 	87.00 	80.43 	45.00 	43.00 	43.10 	40.31 	38.33 	38.00 	37.36 	33.38 	33.00 	33.14 	3.61 	6.40 	44.72 	82.46 	75.69 	70.71 	72.90 	55.08 	35.06 	41.40 	26.25 	57.31 	60.53 	75.33 	66.10 	25.96 	30.48 	65.95 	77.94 	59.62 	46.84 	51.62 	60.11 	30.81 	34.21 	20.62 	52.43 	45.62 	32.02 	65.03 	81.79 	82.30 	82.01 	32.20 	23.35 	45.49 	38.18 	42.30 	56.04 	66.04 	74.33 	61.01 	61.81 	27.07 	91.79 	40.85 	50.77 	52.20 	51.09 	50.93 	58.82 	45.28 	69.38 	33.24 	50.16 	20.12 
36.06 	7.07 	5.39 	5.39 	0.00 	5.00 	5.39 	7.07 	5.00 	46.10 	41.23 	41.76 	37.00 	47.43 	38.08 	43.86 	44.72 	40.31 	78.75 	73.38 	68.62 	77.62 	68.01 	77.13 	67.45 	76.49 	90.14 	87.46 	87.66 	83.22 	84.40 	81.54 	83.60 	85.15 	79.06 	47.27 	45.28 	45.04 	42.00 	40.00 	40.31 	38.33 	35.00 	35.36 	35.06 	2.00 	2.00 	39.36 	78.16 	71.47 	68.77 	69.46 	50.25 	30.00 	40.31 	22.36 	54.08 	55.90 	70.18 	60.83 	20.62 	29.15 	63.64 	75.00 	55.90 	42.72 	47.85 	58.14 	28.28 	30.08 	18.60 	51.48 	45.54 	26.91 	60.00 	76.49 	78.89 	77.06 	26.83 	18.44 	42.64 	36.40 	37.66 	51.87 	63.01 	71.40 	56.01 	56.57 	22.36 	88.51 	37.12 	47.80 	49.58 	49.65 	48.92 	56.08 	43.60 	64.03 	28.64 	45.40 	17.03 
40.31 	5.00 	10.20 	2.00 	5.00 	0.00 	10.20 	11.18 	7.07 	50.99 	46.10 	46.57 	41.76 	52.20 	42.72 	48.47 	49.24 	44.72 	83.52 	78.16 	73.38 	82.46 	72.80 	82.00 	72.28 	81.39 	93.01 	90.14 	90.60 	86.02 	87.46 	84.40 	86.68 	88.46 	82.01 	47.00 	45.00 	45.10 	42.30 	40.31 	40.00 	39.29 	35.36 	35.00 	35.13 	3.00 	5.39 	43.86 	82.97 	76.24 	72.14 	73.82 	55.23 	35.00 	43.01 	26.93 	58.31 	60.83 	75.17 	65.76 	25.50 	32.02 	67.27 	79.06 	60.42 	47.43 	52.39 	61.52 	32.02 	34.79 	21.93 	54.08 	47.42 	30.81 	65.00 	81.39 	83.24 	82.05 	31.38 	22.02 	46.62 	39.62 	42.58 	56.61 	67.12 	75.45 	61.01 	61.52 	27.29 	92.78 	41.63 	51.87 	53.41 	52.63 	52.33 	60.00 	46.75 	68.88 	33.54 	50.36 	21.10 
33.30 	12.21 	4.00 	10.77 	5.39 	10.20 	0.00 	3.00 	5.83 	40.79 	35.90 	36.40 	31.62 	42.06 	32.70 	38.48 	39.36 	34.99 	74.67 	69.29 	64.62 	73.38 	63.91 	72.80 	63.25 	72.03 	89.19 	86.77 	86.61 	82.37 	83.22 	80.62 	82.38 	83.60 	78.03 	50.01 	48.05 	47.52 	44.28 	42.30 	43.17 	40.00 	37.34 	38.33 	37.66 	7.28 	5.00 	34.00 	74.00 	67.42 	67.20 	66.29 	45.54 	25.08 	39.92 	19.21 	51.22 	51.42 	65.07 	55.58 	15.30 	28.79 	61.72 	72.35 	52.48 	38.91 	44.42 	56.61 	26.63 	26.42 	18.03 	51.08 	46.10 	21.93 	55.04 	71.20 	75.72 	72.17 	21.47 	13.89 	40.31 	35.36 	33.24 	47.93 	60.31 	68.77 	51.09 	51.35 	18.03 	85.45 	33.84 	45.28 	47.42 	48.76 	47.43 	53.74 	42.54 	58.69 	24.35 	40.79 	15.26 
35.36 	14.14 	7.00 	12.21 	7.07 	11.18 	3.00 	0.00 	5.00 	40.31 	35.36 	35.69 	30.81 	41.23 	31.62 	37.34 	38.08 	33.54 	75.77 	70.38 	65.80 	74.33 	65.00 	73.68 	64.26 	72.80 	91.79 	89.44 	89.19 	85.00 	85.76 	83.24 	84.91 	86.02 	80.62 	52.95 	50.99 	50.49 	47.27 	45.28 	46.10 	43.00 	40.31 	41.23 	40.61 	8.60 	5.83 	32.70 	75.03 	68.54 	69.63 	68.01 	46.10 	25.50 	42.72 	21.21 	53.15 	52.20 	65.00 	55.23 	15.00 	31.62 	64.03 	74.33 	54.08 	40.31 	46.04 	59.08 	29.15 	28.02 	20.88 	53.85 	49.03 	19.85 	55.23 	70.71 	77.42 	72.44 	20.25 	11.40 	42.52 	38.01 	34.18 	49.19 	62.29 	70.77 	51.35 	51.09 	19.24 	87.20 	35.61 	47.38 	49.68 	51.43 	49.93 	55.90 	45.18 	58.05 	25.50 	41.48 	17.89 
39.05 	11.18 	8.60 	8.60 	5.00 	7.07 	5.83 	5.00 	0.00 	45.28 	40.31 	40.61 	35.69 	46.10 	36.40 	42.06 	42.72 	38.08 	80.41 	75.03 	70.38 	79.06 	69.64 	78.45 	68.95 	77.62 	94.34 	91.79 	91.81 	87.46 	88.48 	85.76 	87.66 	89.02 	83.22 	52.24 	50.25 	50.04 	47.00 	45.00 	45.28 	43.29 	40.00 	40.31 	40.05 	5.39 	3.00 	37.34 	79.71 	73.16 	72.62 	72.11 	50.99 	30.41 	44.72 	25.00 	57.01 	57.01 	70.00 	60.21 	20.00 	33.54 	67.27 	78.10 	58.31 	44.72 	50.25 	62.01 	32.02 	32.25 	22.83 	55.90 	50.29 	23.85 	60.21 	75.66 	81.54 	77.41 	25.00 	15.00 	45.97 	40.50 	38.90 	53.71 	66.07 	74.52 	56.32 	56.08 	23.77 	91.26 	39.66 	50.99 	53.04 	53.85 	52.80 	59.41 	47.71 	62.97 	30.08 	46.32 	20.62 
33.54 	52.20 	41.76 	51.42 	46.10 	50.99 	40.79 	40.31 	45.28 	0.00 	5.00 	5.39 	10.20 	5.00 	11.18 	9.43 	11.18 	14.14 	45.34 	40.61 	37.74 	42.43 	36.06 	41.04 	34.41 	39.05 	85.15 	85.00 	82.15 	80.00 	78.16 	78.00 	77.16 	75.66 	75.00 	75.82 	74.33 	72.35 	68.77 	67.27 	70.71 	62.48 	63.64 	67.27 	65.07 	48.05 	45.71 	12.81 	43.86 	39.41 	62.00 	47.43 	15.81 	18.03 	51.48 	32.02 	40.00 	22.36 	25.50 	15.00 	25.50 	46.10 	55.00 	57.01 	35.36 	25.50 	31.06 	54.45 	39.05 	27.02 	42.20 	58.52 	60.90 	26.25 	18.03 	30.41 	55.04 	34.54 	21.10 	33.24 	38.90 	45.28 	18.79 	27.29 	47.38 	54.34 	15.56 	11.18 	26.93 	64.41 	29.55 	39.62 	43.74 	53.76 	48.76 	46.04 	48.85 	18.03 	23.35 	16.00 	38.28 
31.62 	47.43 	37.00 	46.57 	41.23 	46.10 	35.90 	35.36 	40.31 	5.00 	0.00 	2.00 	5.39 	7.07 	7.07 	8.00 	10.00 	11.18 	48.80 	43.86 	40.61 	46.10 	39.05 	44.82 	37.54 	43.01 	85.59 	85.15 	82.61 	80.16 	78.64 	78.16 	77.65 	76.49 	75.17 	72.62 	71.06 	69.20 	65.60 	64.03 	67.27 	59.41 	60.21 	63.64 	61.55 	43.17 	40.79 	9.43 	47.42 	42.52 	62.20 	49.24 	18.03 	14.14 	49.24 	28.28 	40.31 	25.00 	30.41 	20.00 	20.62 	43.01 	55.23 	58.52 	36.40 	25.00 	31.14 	54.04 	36.06 	24.19 	38.29 	57.01 	58.60 	21.54 	22.36 	35.36 	57.31 	39.22 	16.12 	28.28 	37.66 	42.95 	17.26 	28.46 	48.27 	55.66 	19.42 	16.12 	22.80 	66.89 	27.89 	39.05 	43.10 	52.39 	47.68 	46.10 	47.13 	22.80 	20.00 	16.76 	34.21 
33.53 	48.10 	37.70 	47.13 	41.76 	46.57 	36.40 	35.69 	40.61 	5.39 	2.00 	0.00 	5.00 	5.83 	5.83 	6.00 	8.00 	9.43 	50.21 	45.34 	42.20 	47.42 	40.61 	46.10 	39.05 	44.20 	87.57 	87.14 	84.59 	82.15 	80.62 	80.16 	79.63 	78.45 	77.16 	74.20 	72.62 	70.80 	67.20 	65.60 	68.77 	61.03 	61.72 	65.07 	63.03 	43.68 	41.23 	7.81 	48.80 	44.05 	64.20 	51.08 	19.72 	15.62 	51.08 	29.73 	42.30 	26.63 	30.81 	20.10 	21.19 	44.65 	57.22 	60.41 	38.33 	27.00 	33.14 	56.04 	37.74 	25.94 	39.62 	58.94 	60.42 	20.88 	23.32 	35.13 	59.06 	39.92 	16.00 	28.07 	39.62 	44.78 	19.24 	30.36 	50.22 	57.57 	20.62 	16.49 	24.08 	68.60 	29.83 	41.05 	45.10 	54.34 	49.65 	48.09 	49.04 	22.36 	21.63 	18.68 	35.47 
32.39 	43.46 	33.11 	42.38 	37.00 	41.76 	31.62 	30.81 	35.69 	10.20 	5.39 	5.00 	0.00 	10.44 	3.00 	7.81 	9.43 	8.00 	53.81 	48.80 	45.34 	51.22 	43.86 	50.00 	42.43 	48.26 	88.28 	87.57 	85.33 	82.61 	81.39 	80.62 	80.41 	79.56 	77.65 	71.28 	69.63 	67.96 	64.35 	62.68 	65.60 	58.31 	58.60 	61.72 	59.82 	38.90 	36.40 	6.00 	52.50 	47.38 	64.78 	53.24 	22.67 	13.00 	49.34 	26.63 	43.17 	29.73 	35.69 	25.08 	16.55 	42.06 	57.87 	62.24 	39.92 	27.46 	33.96 	56.08 	35.34 	24.04 	36.12 	57.87 	58.52 	16.16 	27.73 	40.11 	61.59 	44.60 	11.00 	23.09 	39.05 	43.01 	19.10 	32.20 	51.55 	59.24 	24.70 	21.38 	20.62 	71.28 	29.07 	41.11 	45.04 	53.46 	49.09 	48.66 	47.85 	27.29 	19.31 	20.59 	31.83 
38.08 	53.85 	43.46 	52.81 	47.43 	52.20 	42.06 	41.23 	46.10 	5.00 	7.07 	5.83 	10.44 	0.00 	10.00 	5.83 	7.07 	11.18 	49.20 	44.65 	42.06 	46.10 	40.31 	44.60 	38.59 	42.43 	90.14 	90.00 	87.14 	85.00 	83.15 	83.00 	82.15 	80.62 	80.00 	79.65 	78.10 	76.22 	72.62 	71.06 	74.33 	66.40 	67.27 	70.71 	68.62 	49.34 	46.84 	10.44 	47.63 	43.57 	67.00 	52.20 	20.62 	21.21 	55.90 	35.36 	45.00 	26.93 	26.93 	15.81 	26.93 	50.00 	60.00 	61.85 	40.31 	30.41 	36.06 	59.41 	43.01 	31.06 	45.34 	63.25 	65.30 	25.18 	21.21 	30.00 	59.62 	36.72 	21.21 	33.02 	43.68 	49.65 	23.41 	32.25 	52.35 	59.23 	19.42 	13.04 	29.83 	68.88 	34.18 	44.55 	48.66 	58.52 	53.60 	51.04 	53.49 	17.03 	27.02 	21.00 	41.23 
35.36 	44.72 	34.48 	43.46 	38.08 	42.72 	32.70 	31.62 	36.40 	11.18 	7.07 	5.83 	3.00 	10.00 	0.00 	5.83 	7.07 	5.00 	55.87 	50.93 	47.63 	53.15 	46.10 	51.86 	44.60 	50.00 	91.24 	90.55 	88.28 	85.59 	84.34 	83.60 	83.36 	82.46 	80.62 	73.78 	72.11 	70.49 	66.89 	65.19 	68.01 	60.90 	61.03 	64.03 	62.20 	39.92 	37.34 	3.00 	54.49 	49.58 	67.74 	55.90 	25.00 	15.81 	52.20 	29.15 	46.10 	32.02 	36.40 	25.50 	18.03 	44.72 	60.83 	65.00 	42.72 	30.41 	36.88 	59.08 	38.08 	26.93 	38.42 	60.83 	61.35 	15.30 	29.15 	40.00 	64.14 	45.69 	11.40 	23.02 	42.05 	45.88 	22.09 	34.93 	54.41 	62.03 	26.40 	22.14 	23.02 	73.78 	32.06 	44.10 	48.04 	56.44 	52.09 	51.62 	50.80 	27.02 	22.14 	23.26 	34.06 
39.29 	50.54 	40.31 	49.24 	43.86 	48.47 	38.48 	37.34 	42.06 	9.43 	8.00 	6.00 	7.81 	5.83 	5.83 	0.00 	2.00 	5.39 	54.67 	50.00 	47.17 	51.66 	45.49 	50.21 	43.83 	48.10 	93.54 	93.13 	90.55 	88.14 	86.58 	86.15 	85.59 	84.34 	83.15 	79.06 	77.42 	75.72 	72.11 	70.46 	73.41 	66.04 	66.40 	69.53 	67.62 	45.69 	43.08 	5.00 	53.15 	48.83 	70.18 	56.65 	25.08 	20.59 	56.65 	34.41 	48.26 	31.76 	32.70 	21.54 	23.85 	49.74 	63.20 	66.10 	44.15 	33.00 	39.12 	62.03 	42.94 	31.38 	43.93 	64.76 	65.92 	20.00 	26.91 	35.13 	64.40 	42.54 	17.09 	28.28 	45.54 	50.33 	25.18 	36.14 	56.09 	63.32 	24.84 	18.87 	28.43 	73.82 	35.69 	47.04 	51.09 	60.21 	55.58 	54.08 	54.82 	22.09 	26.83 	24.52 	39.62 
41.23 	51.48 	41.34 	50.09 	44.72 	49.24 	39.36 	38.08 	42.72 	11.18 	10.00 	8.00 	9.43 	7.07 	7.07 	2.00 	0.00 	5.00 	56.22 	51.61 	48.88 	53.15 	47.17 	51.66 	45.49 	49.50 	95.52 	95.13 	92.54 	90.14 	88.57 	88.14 	87.57 	86.31 	85.15 	80.71 	79.06 	77.39 	73.78 	72.11 	75.00 	67.74 	68.01 	71.06 	69.20 	46.52 	43.86 	5.39 	54.67 	50.48 	72.17 	58.52 	26.93 	22.36 	58.52 	36.06 	50.25 	33.54 	33.54 	22.36 	25.00 	51.48 	65.19 	68.01 	46.10 	35.00 	41.11 	64.03 	44.72 	33.24 	45.45 	66.71 	67.78 	20.10 	28.28 	35.36 	66.21 	43.57 	17.89 	28.64 	47.52 	52.20 	27.17 	38.08 	58.05 	65.25 	26.40 	20.00 	30.00 	75.59 	37.66 	49.04 	53.08 	62.17 	57.56 	56.08 	56.75 	22.36 	28.64 	26.48 	41.11 
40.31 	47.17 	37.20 	45.65 	40.31 	44.72 	34.99 	33.54 	38.08 	14.14 	11.18 	9.43 	8.00 	11.18 	5.00 	5.39 	5.00 	0.00 	59.46 	54.67 	51.61 	56.57 	50.00 	55.17 	48.41 	53.15 	96.18 	95.52 	93.21 	90.55 	89.27 	88.57 	88.28 	87.32 	85.59 	78.03 	76.32 	74.79 	71.20 	69.46 	72.11 	65.30 	65.19 	68.01 	66.29 	42.06 	39.36 	2.00 	58.00 	53.41 	72.69 	60.42 	29.15 	20.62 	57.01 	33.54 	50.99 	36.06 	38.08 	26.93 	21.21 	49.24 	65.76 	69.64 	47.43 	35.36 	41.77 	64.07 	42.72 	31.78 	42.44 	65.76 	66.10 	15.13 	32.02 	40.31 	68.48 	47.89 	13.60 	23.77 	47.04 	50.70 	27.07 	39.56 	59.20 	66.73 	29.70 	24.19 	27.29 	78.03 	37.05 	49.09 	53.04 	61.40 	57.08 	56.57 	55.73 	27.29 	26.93 	27.86 	38.01 
45.18 	82.23 	73.38 	82.97 	78.75 	83.52 	74.67 	75.77 	80.41 	45.34 	48.80 	50.21 	53.81 	49.20 	55.87 	54.67 	56.22 	59.46 	0.00 	5.39 	10.20 	4.00 	10.77 	6.00 	11.66 	9.00 	56.80 	59.17 	54.12 	54.92 	50.61 	53.25 	49.74 	45.62 	50.80 	83.24 	82.71 	79.81 	77.13 	76.69 	81.58 	71.39 	75.80 	80.75 	77.78 	80.65 	79.38 	58.00 	2.00 	7.28 	41.04 	18.60 	31.40 	51.00 	56.09 	56.75 	30.59 	24.41 	29.43 	37.16 	62.18 	60.01 	36.62 	25.81 	25.02 	36.14 	32.14 	42.06 	55.15 	48.76 	64.63 	54.23 	62.94 	69.20 	28.30 	39.00 	17.46 	21.10 	62.43 	73.57 	42.11 	53.24 	41.63 	26.93 	27.29 	26.17 	29.83 	37.22 	56.65 	23.00 	42.58 	37.34 	39.05 	49.98 	44.92 	34.18 	50.22 	42.06 	50.33 	34.99 	63.35 
