0	240
125	191
32	97
101	146
71	193
40	113
55	164
69	118
56	155
51	160
90	177
33	152
49	108
62	191
35	117
39	161
59	114
60	189
79	124
58	115
111	162
52	111
55	158
45	164
128	194
54	184
105	154
57	172
55	120
52	112
52	159
50	110
116	175
51	178
100	151
61	185
43	186
113	164
37	148
36	191
50	149
48	165
33	166
117	168
35	148
37	177
98	157
38	109
120	184
79	158
104	157
69	126
36	97
57	154
127	180
95	214
88	201
82	139
56	182
42	125
137	202
55	106
29	158
39	108
20	139
11	140
92	203
28	141
100	217
9	134
60	210
52	107
27	101
65	118
72	193
60	117
42	143
52	180
46	163
54	153
97	222
80	121
26	87
19	87
62	159
76	127
77	126
68	141
24	139
105	177
74	127
151	212
14	155
69	208
86	133
20	84
121	172
112	157
30	91
37	146
66	210
